Year,Month,DayOfWeek,Hour,Rocket_ID,Rocket,Payload,Operator,FlightNumberInfo,Orbit,Function,crewed,Success
2014.0,6.0,0.0,4.0,188,PSLV-CA,"SPOT 7, CanX-4, CanX-5, AISat, ⚀ VELOX-I","Spot Image, UTIAS, DLR, NTU",,LEO (SSO),"Earth observation, Technology demonstration",0,1
2014.0,7.0,2.0,9.0,68,Delta II 7320-10C,OCO-2,NASA,,LEO (SSO),Climatology,0,1
2014.0,7.0,3.0,12.0,236,Rokot / Briz-KM,"Gonets-M 8, Gonets-M 9, Gonets-M 10",Gonets Satellite System,,LEO,Communications,0,1
2014.0,7.0,1.0,15.0,263,Soyuz-2.1b / Fregat,"Meteor-M No.2, AISSat-2, DX-1, MKA-PN2 (Relek), SkySat-2, TechDemoSat-1, ⚀ UKube-1","Roskosmos, NDRE, Dauria Aerospace, Skybox Imaging, UKSA",,LEO (SSO),"Meteorology, Technology demonstration, Magnetosphere research, Earth observation",0,1
2014.0,7.0,3.0,18.0,269,Soyuz-STB / Fregat,"O3b FM3, O3b FM6, O3b FM7, O3b FM8",O3b Networks,,MEO,Communications,0,1
2014.0,7.0,6.0,16.0,3,Antares 120,"Cygnus CRS Orb-2 S.S. Janice Voss, ⚀ Flock-1b × 28, ⚀ GEARRS, ⚀ Lambdasat, ⚀ MicroMAS, ⚀ TechEdSat-4, All payloads other than Cygnus are CubeSats carried aboard the Cygnus for deployment from the ISS. Flock-1b 3/4/13/14/19/20 were not deployed.","NASA, Planet Labs, Taylor University / USAF, Lambda Team, MIT, NASA Ames, All payloads other than Cygnus are CubeSats carried aboard the Cygnus for deployment from the ISS. Flock-1b 3/4/13/14/19/20 were not deployed.",,"LEO (ISS), LEO, All payloads other than Cygnus are CubeSats carried aboard the Cygnus for deployment from the ISS. Flock-1b 3/4/13/14/19/20 were not deployed.","ISS logistics, Optical imaging, Technology demonstration, All payloads other than Cygnus are CubeSats carried aboard the Cygnus for deployment from the ISS. Flock-1b 3/4/13/14/19/20 were not deployed.",0,1
2014.0,7.0,0.0,15.0,113,Falcon 9 v1.1,"Orbcomm-2 F3, Orbcomm-2 F4, Orbcomm-2 F6, Orbcomm-2 F7, Orbcomm-2 F9, Orbcomm-2 F11",Orbcomm,,LEO,Communications,0,1
2014.0,7.0,4.0,20.0,257,Soyuz-2.1a,Foton-M No.4,Roscosmos,,LEO,Microgravity science,0,1
2014.0,7.0,2.0,21.0,270,Soyuz-U,Progress M-24M / 56P,Roskosmos,,LEO (ISS),ISS logistics,0,1
2014.0,7.0,0.0,23.0,96,"Delta IV M+(4,2)","USA-253 (GSSAP #1 ), USA-254 (GSSAP #2 ), ANGELS (USA-255), Air Force Space Command Launch 4. First launch for the USAF Geosynchronous Space Situational Awareness Program.","U.S. Air Force, AFRL, Air Force Space Command Launch 4. First launch for the USAF Geosynchronous Space Situational Awareness Program.",,"GEO, Air Force Space Command Launch 4. First launch for the USAF GEO Space Situational Awareness Program.","Space surveillance, Technology demonstration, Air Force Space Command Launch 4. First launch for the USAF Geosynchronous Space Situational Awareness Program.",0,1
2014.0,7.0,1.0,23.0,21,Ariane 5 ES,Georges Lemaître ATV,ESA,,LEO (ISS),ISS logistics,0,1
2014.0,8.0,5.0,3.0,42,Atlas V 401,"USA-256 (GPS IIF-7), Named after Star Capella.","U.S. Air Force, Named after Star Capella.",,"MEO, Named after Star Capella.","Navigation, Named after Star Capella.",0,1
2014.0,8.0,1.0,8.0,113,Falcon 9 v1.1,AsiaSat 8,AsiaSat,,GEO,Communications,0,1
2014.0,8.0,5.0,5.0,161,Long March 4C,"Yaogan 20A, Yaogan 20B, Yaogan 20C",CAST,,LEO,ELINT,0,1
2014.0,8.0,2.0,18.0,42,Atlas V 401,WorldView-3,DigitalGlobe,,LEO (SSO),Earth observation,0,1
2014.0,8.0,1.0,3.0,159,Long March 4B,"Gaofen 2, Heweliusz (BRITE-PL2)","CNSA, PAS",,LEO (SSO),"Earth observation, Photometry",0,1
2014.0,8.0,4.0,12.0,269,Soyuz-STB / Fregat,"Galileo FOC 1, Galileo FOC 2, Spacecraft in incorrect orbit due to an interruption of the Fregat's upper stage attitude control thrusters when its hydrazine propellant supply became frozen by a cold helium feed line incorrectly routed close to it. Both satellites were later moved to a usable orbit on their own power.","ESA, Spacecraft in incorrect orbit due to an interruption of the Fregat's upper stage attitude control thrusters when its hydrazine propellant supply became frozen by a cold helium feed line incorrectly routed close to it. Both satellites were later moved to a usable orbit on their own power.",,"MEO, Spacecraft in incorrect orbit due to an interruption of the Fregat's upper stage attitude control thrusters when its hydrazine propellant supply became frozen by a cold helium feed line incorrectly routed close to it. Both satellites were later moved to a usable orbit on their own power.","Navigation, Spacecraft in incorrect orbit due to an interruption of the Fregat's upper stage attitude control thrusters when its hydrazine propellant supply became frozen by a cold helium feed line incorrectly routed close to it. Both satellites were later moved to a usable orbit on their own power.",0,1
2014.0,9.0,3.0,0.0,143,Long March 2D,"Chuangxin 1-04, Lingqiao","CAS, Tsinghua",,LEO (SSO),"Communications, Communications / Technology demonstration",0,1
2014.0,9.0,6.0,5.0,113,Falcon 9 v1.1,AsiaSat 6,AsiaSat,,GEO,Communications,0,1
2014.0,9.0,0.0,3.0,159,Long March 4B,"Yaogan 21, Tiantuo 2","CAST, NUDT",,LEO (SSO),"Reconnaissance, Technology demonstration",0,1
2014.0,9.0,3.0,22.0,19,Ariane 5 ECA,"MEASAT 3b, Optus 10","MEASAT, Optus",,GEO,Communications,0,1
2014.0,9.0,2.0,0.0,42,Atlas V 401,USA-257 (CLIO / Nemesis 2),NRO,,GEO,COMINT,0,1
2014.0,9.0,6.0,5.0,113,Falcon 9 v1.1,"SpaceX CRS-4, SpinSat, SpinSat was deployed from the ISS on 28 November.","NASA, NRL, SpinSat was deployed from the ISS on 28 November.",,"LEO (ISS), LEO, SpinSat was deployed from the ISS on 28 November.","ISS logistics, Technology demonstration, SpinSat was deployed from the ISS on 28 November.",0,1
2014.0,9.0,3.0,20.0,265,Soyuz-FG,"Soyuz TMA-14M, Crewed flight with three cosmonauts.","Roskosmos, Crewed flight with three cosmonauts.",,"LEO (ISS), Crewed flight with three cosmonauts.","Expedition 41 / 42, Crewed flight with three cosmonauts.",1,1
2014.0,9.0,5.0,20.0,221,Proton-M / Briz-M,Olymp-K (Luch),VKO,,GEO,Communications,0,1
2014.0,9.0,6.0,5.0,140,Long March 2C,Shijian 11-07,CNSA,,LEO (SSO),Technology demonstration,0,1
2014.0,10.0,1.0,5.0,123,H-IIA 202,Himawari 8,JMA,,GEO,Meteorology,0,1
2014.0,10.0,2.0,20.0,191,PSLV-XL,IRNSS-1C,ISRO,,GEO,Navigation,0,1
2014.0,10.0,3.0,21.0,19,Ariane 5 ECA,"Intelsat 30, ARSAT-1","Intelsat, AR-SAT SA",,GEO,Communications,0,1
2014.0,10.0,0.0,6.0,161,Long March 4C,Yaogan 22,CAST,,LEO (SSO),Reconnaissance,0,1
2014.0,10.0,1.0,15.0,221,Proton-M / Briz-M,"Ekspress AM6, Upper stage underperformance resulted in lower than planned deployment orbit.","RSCC, Upper stage underperformance resulted in lower than planned deployment orbit.",,"GEO, Upper stage underperformance resulted in lower than planned deployment orbit.","Communications, Upper stage underperformance resulted in lower than planned deployment orbit.",0,1
2014.0,10.0,3.0,18.0,155,Long March 3C/E,"Chang'e 5-T1, Chang'e 5-T1 return capsule, Testing of Chang'e 5 lunar sample return module in lunar free-return trajectory; main spacecraft later flew to Earth-Moon L2 Lagrange point.","CNSA, Testing of Chang'e 5 lunar sample return module in lunar free-return trajectory; main spacecraft later flew to Earth-Moon L2 Lagrange point.",,"Lunar free-return trajectory, Testing of Chang'e 5 lunar sample return module in lunar free-return trajectory; main spacecraft later flew to Earth-Moon L2 Lagrange point.","Technology demonstration, Testing of Chang'e 5 lunar sample return module in lunar free-return trajectory; main spacecraft later flew to Earth-Moon L2 Lagrange point.",0,1
2014.0,10.0,0.0,6.0,140,Long March 2C,Shijian 11-08,CNSA,,LEO (SSO),Technology demonstration,0,1
2014.0,10.0,1.0,22.0,4,Antares 130,"Cygnus CRS Orb-3 S.S. Deke Slayton, First stage failure; rocket crashed near launch pad; estimated US$20 million in repairs to rebuild Pad 0A. Only flight of Antares 130.","NASA, First stage failure; rocket crashed near launch pad; estimated US$20 million in repairs to rebuild Pad 0A. Only flight of Antares 130.",,"Intended: LEO (ISS), First stage failure; rocket crashed near launch pad; estimated US$20 million in repairs to rebuild Pad 0A. Only flight of Antares 130.","ISS logistics, First stage failure; rocket crashed near launch pad; estimated US$20 million in repairs to rebuild Pad 0A. Only flight of Antares 130.",0,0
2014.0,10.0,2.0,7.0,257,Soyuz-2.1a,Progress M-25M / 57P,Roskosmos,,LEO (ISS),ISS logistics,0,1
2014.0,10.0,2.0,17.0,42,Atlas V 401,"USA-258 (GPS IIF-8), Named after Star Spica.","U.S. Air Force, Named after Star Spica.",,"MEO, Named after Star Spica.","Navigation, Named after Star Spica.",0,1
2014.0,10.0,3.0,1.0,258,Soyuz-2.1a / Fregat,Meridian 7,VKO,,Molniya,Communications,0,1
2014.0,11.0,3.0,7.0,105,Dnepr,"Asnaro-1 (Sasuke), ChubuSat 1 (Kinshachi 1), Hodoyoshi 1, QSAT-EOS (Tsukushi), TSUBAME","USEF, Nagoya University, University of Tokyo, Kyushu University, TIT / JAXA",,LEO (SSO),"Remote sensing, Technology demonstration, Gamma-ray astronomy",0,1
2014.0,11.0,4.0,18.0,140,Long March 2C,Yaogan 23,CAST,,LEO (SSO),Reconnaissance,0,1
2014.0,11.0,3.0,7.0,143,Long March 2D,Yaogan 24,CAST,,LEO (SSO),Reconnaissance,0,1
2014.0,11.0,4.0,6.0,134,Kuaizhou-1,Kuaizhou-2,CAS,,LEO (SSO),Optical imaging,0,1
2014.0,11.0,6.0,21.0,265,Soyuz-FG,"Soyuz TMA-15M, Crewed flight with three cosmonauts.","Roskosmos, Crewed flight with three cosmonauts.",,"LEO (ISS), Crewed flight with three cosmonauts.","Expedition 42 / 43, Crewed flight with three cosmonauts.",1,1
2014.0,11.0,6.0,21.0,263,Soyuz-2.1b / Fregat,Kosmos 2501 (GLONASS-K 702),VKO,,MEO,Navigation,0,1
2014.0,12.0,2.0,4.0,123,H-IIA 202,"Hayabusa2, DCAM3, MINERVA-II-1 Rover 1A, MINERVA-II-1 Rover 1B, MINERVA-II Rover 2, MASCOT, Shin'en 2, Despatch (Artsat 2), PROCYON, DCAM3, MINERVA-II (Rover 1A, 1B, 2), and MASCOT are carried aboard Hayabusa2 to be deployed in proximity or onto the surface of asteroid 162173 Ryugu. MINERVA-II Rover 1A and 1B were deployed on 21 September 2018. MASCOT was deployed on 3 October 2018.","JAXA, DLR / CNES, Kyutech, Tamabi / UT, UT, DCAM3, MINERVA-II (Rover 1A, 1B, 2), and MASCOT are carried aboard Hayabusa2 to be deployed in proximity or onto the surface of asteroid 162173 Ryugu. MINERVA-II Rover 1A and 1B were deployed on 21 September 2018. MASCOT was deployed on 3 October 2018.",,"Heliocentric, Heliocentric (162173 Ryugu), DCAM3, MINERVA-II (Rover 1A, 1B, 2), and MASCOT are carried aboard Hayabusa2 to be deployed in proximity or onto the surface of asteroid 162173 Ryugu. MINERVA-II Rover 1A and 1B were deployed on 21 September 2018. MASCOT was deployed on 3 October 2018.","Asteroid sample return, Asteroid probe, Asteroid lander, Technology demonstration, Technology demonstration / Asteroid flyby, DCAM3, MINERVA-II (Rover 1A, 1B, 2), and MASCOT are carried aboard Hayabusa2 to be deployed in proximity or onto the surface of asteroid 162173 Ryugu. MINERVA-II Rover 1A and 1B were deployed on 21 September 2018. MASCOT was deployed on 3 October 2018.",0,1
2014.0,12.0,4.0,12.0,91,Delta IV Heavy,"EFT-1, First test flight of Orion spacecraft","NASA, First test flight of Orion spacecraft",,"HEO, First test flight of Orion spacecraft","Technology demonstration, First test flight of Orion spacecraft",0,1
2014.0,12.0,5.0,20.0,19,Ariane 5 ECA,"DirecTV-14, GSAT-16","DirecTV, ISRO",,GEO,Communications,0,1
2014.0,12.0,6.0,3.0,159,Long March 4B,CBERS-4,CASC / INPE,,LEO (SSO),Remote sensing,0,1
2014.0,12.0,2.0,19.0,161,Long March 4C,"Yaogan 25A, Yaogan 25B, Yaogan 25C",CAST,,LEO,ELINT,0,1
2014.0,12.0,5.0,3.0,49,Atlas V 541,"USA-259 (NRO L-35), NRO Launch 35","NRO, NRO Launch 35",,"Molniya, NRO Launch 35","ELINT, NRO Launch 35",0,1
2014.0,12.0,0.0,0.0,221,Proton-M / Briz-M,Yamal-401,Gazprom Space Systems,,GEO,Communications,0,1
2014.0,12.0,3.0,18.0,269,Soyuz-STB / Fregat,"O3b FM9, O3b FM10, O3b FM11, O3b FM12",O3b Networks,,MEO,Communications,0,1
2014.0,12.0,4.0,4.0,282,Strela,Kondor-E,Roskosmos / DoD,,LEO,Synthetic-aperture radar imaging,0,1
2014.0,12.0,1.0,5.0,1,Angara A5 / Briz-M,IPM №1 (MGM №1),Khrunichev,,GEO,Test flight,0,1
2014.0,12.0,3.0,3.0,262,Soyuz-2.1b,Kosmos 2502 (Lotos-S),VKO,,LEO,ELINT,0,1
2014.0,12.0,4.0,18.0,262,Soyuz-2.1b,Resurs-P No.2,Roskosmos,,LEO (SSO),Remote sensing,0,1
2014.0,12.0,5.0,3.0,159,Long March 4B,Yaogan 26,CAST,,LEO (SSO),Reconnaissance,0,1
2014.0,12.0,5.0,21.0,221,Proton-M / Briz-M,Astra 2G,SES S.A.,,GEO,Communications,0,1
2014.0,12.0,2.0,1.0,149,Long March 3A,Fengyun 2G,CMA,,GEO,Meteorology,0,1
2015.0,1.0,5.0,9.0,113,Falcon 9 v1.1,"SpaceX CRS-5, ⚀ AESP-14, ⚀ Flock-1d' 1, ⚀ Flock-1d' 2, SpaceX attempted to land the first stage on a platform in the Atlantic Ocean, but the first stage crash-landed on its landing platform. The AESP-14 CubeSat was deployed from the space station on 5 February 2015, while the Flock-1 CubeSats were deployed on 3 March 2015.","NASA, ITA, Planet Labs, SpaceX attempted to land the first stage on a platform in the Atlantic Ocean, but the first stage crash-landed on its landing platform. The AESP-14 CubeSat was deployed from the space station on 5 February 2015, while the Flock-1 CubeSats were deployed on 3 March 2015.",,"LEO (ISS), LEO, SpaceX attempted to land the first stage on a platform in the Atlantic Ocean, but the first stage crash-landed on its landing platform. The AESP-14 CubeSat was deployed from the space station on 5 February 2015, while the Flock-1 CubeSats were deployed on 3 March 2015.","ISS resupply, Ionospheric research, Earth observation, SpaceX attempted to land the first stage on a platform in the Atlantic Ocean, but the first stage crash-landed on its landing platform. The AESP-14 CubeSat was deployed from the space station on 5 February 2015, while the Flock-1 CubeSats were deployed on 3 March 2015.",0,1
2015.0,1.0,2.0,1.0,50,Atlas V 551,MUOS-3,US Navy,,GEO,Communications,0,1
2015.0,1.0,5.0,14.0,66,Delta II 7320,"SMAP, ⚀ ExoCube, ⚀ FIREBIRD II A, ⚀ FIREBIRD II B, ⚀ GRIFEX","NASA, Cal Poly, Montana State, NASA / JPL",,LEO (SSO),"Earth observation, Technology demonstration",0,1
2015.0,2.0,6.0,1.0,123,H-IIA 202,IGS-Radar Spare,CSICE,,LEO (SSO),Reconnaissance,0,1
2015.0,2.0,6.0,12.0,227,Proton-M/Briz-M,Inmarsat 5-F2,Inmarsat,,GEO,Communications,0,1
2015.0,2.0,0.0,8.0,243,Safir-1B,Fajr,ISA,,LEO,Technology demonstration,0,1
2015.0,2.0,2.0,13.0,315,Vega,"IXV, Vega's 4th stage briefly entered low Earth orbit before de-orbiting; thus it did not get a COSPAR ID. This marked the first flight of the IXV","ESA, Vega's 4th stage briefly entered low Earth orbit before de-orbiting; thus it did not get a COSPAR ID. This marked the first flight of the IXV",,"Transatmospheric, Vega's 4th stage briefly entered low Earth orbit before de-orbiting; thus it did not get a COSPAR ID. This marked the first flight of the IXV","Technology demonstration, Vega's 4th stage briefly entered low Earth orbit before de-orbiting; thus it did not get a COSPAR ID. This marked the first flight of the IXV",0,1
2015.0,2.0,2.0,23.0,113,Falcon 9 v1.1,"DSCOVR, First SpaceX launch aimed beyond GTO. First stage soft landed on water.","NOAA, First SpaceX launch aimed beyond GTO. First stage soft landed on water.",,"Sun–Earth L1, First SpaceX launch aimed beyond GTO. First stage soft landed on water.","Earth observation / Heliophysics, First SpaceX launch aimed beyond GTO. First stage soft landed on water.",0,1
2015.0,2.0,1.0,11.0,270,Soyuz-U,Progress M-26M / 58P,Roscosmos,,LEO (ISS),ISS resupply,0,1
2015.0,2.0,4.0,11.0,257,Soyuz-2.1a,Kosmos 2503 (Bars-M 1L),VKO,,LEO (SSO),Reconnaissance,0,1
2015.0,3.0,0.0,3.0,113,Falcon 9 v1.1,"Eutelsat 115 West B, ABS-3A, First communication satellites to use all-electric propulsion to reach intended orbits from GTO.","Eutelsat, ABS, First communication satellites to use all-electric propulsion to reach intended orbits from GTO.",,"GEO, First communication satellites to use all-electric propulsion to reach intended orbits from GTO.","Communications, First communication satellites to use all-electric propulsion to reach intended orbits from GTO.",0,1
2015.0,3.0,4.0,2.0,44,Atlas V 421,"MMS-1, MMS-2, MMS-3, MMS-4",NASA,,Elliptical High Earth,Magnetospheric research,0,1
2015.0,3.0,2.0,22.0,221,Proton-M / Briz-M,Ekspress AM7,RSCC,,GEO,Communications,0,1
2015.0,3.0,2.0,18.0,96,"Delta IV M+(4,2)","USA-260 (GPS IIF-9), Named after Star Deneb.","US Air Force, Named after Star Deneb.",,"MEO, Named after Star Deneb.","Navigation, Named after Star Deneb.",0,1
2015.0,3.0,2.0,22.0,105,Dnepr,"KOMPSat-3A, ","KARI, Final flight of Dnepr-1 rocket, due to the Russo-Ukrainian war.",Final flight,"LEO (SSO), Final flight of Dnepr-1 rocket, due to the Russo-Ukrainian war.","Earth observation, Final flight of Dnepr-1 rocket, due to the Russo-Ukrainian war.",0,1
2015.0,3.0,3.0,1.0,123,H-IIA 202,IGS-Optical 5,CSICE,,LEO (SSO),Reconnaissance,0,1
2015.0,3.0,4.0,19.0,265,Soyuz-FG,"Soyuz TMA-16M, Crewed flight with three cosmonauts, including two on a year-long mission.","Roscosmos, Crewed flight with three cosmonauts, including two on a year-long mission.",,"LEO (ISS), Crewed flight with three cosmonauts, including two on a year-long mission.","Expedition 43/44/45/46, Crewed flight with three cosmonauts, including two on a year-long mission.",1,1
2015.0,3.0,4.0,21.0,269,Soyuz-STB / Fregat,"Galileo FOC 3, Galileo FOC 4",ESA,,MEO,Navigation,0,1
2015.0,3.0,5.0,11.0,191,PSLV-XL,IRNSS-1D,ISRO,,GEO,Navigation,0,1
2015.0,3.0,0.0,13.0,157,Long March 3C/E/YZ-1,BeiDou I1-S,CNSA,,GEO,Navigation,0,1
2015.0,3.0,1.0,13.0,236,Rokot / Briz-KM,"Gonets-M 11, Gonets-M 12, Gonets-M 13, Kosmos 2504","Gonets Satellite System, VKO",,LEO,"Communications, Technology demonstration / Satellite inspection (?)",0,1
2015.0,4.0,1.0,20.0,113,Falcon 9 v1.1,"SpaceX CRS-6, Arkyd 3 Reflight, ⚀ Flock-1e × 14, First stage recovery failed; the rocket stage landed on the target drone ship too fast, tipped over, and exploded. All secondary payloads were deployed from an ISS airlock later. Arkyd 3 Reflight is a replacement for Arkyd 3, which was lost in the Cygnus CRS Orb-3 flight accident in 2014.","NASA, Planetary Resources, Planet Labs, First stage recovery failed; the rocket stage landed on the target drone ship too fast, tipped over, and exploded. All secondary payloads were deployed from an ISS airlock later. Arkyd 3 Reflight is a replacement for Arkyd 3, which was lost in the Cygnus CRS Orb-3 flight accident in 2014.",,"LEO (ISS), LEO, First stage recovery failed; the rocket stage landed on the target drone ship too fast, tipped over, and exploded. All secondary payloads were deployed from an ISS airlock later. Arkyd 3 Reflight is a replacement for Arkyd 3, which was lost in the Cygnus CRS Orb-3 flight accident in 2014.","ISS resupply, Technology demonstration, Earth observation, First stage recovery failed; the rocket stage landed on the target drone ship too fast, tipped over, and exploded. All secondary payloads were deployed from an ISS airlock later. Arkyd 3 Reflight is a replacement for Arkyd 3, which was lost in the Cygnus CRS Orb-3 flight accident in 2014.",0,1
2015.0,4.0,6.0,20.0,19,Ariane 5 ECA,"Thor 7, SICRAL-2","Telenor, MDD/DGA",,GEO,Communications,0,1
2015.0,4.0,0.0,23.0,113,Falcon 9 v1.1,"TürkmenÄlem 52°E / MonacoSAT, First Turkmen satellite (not counting Turkmenistan Memorial Capsule).","Turkmen Telecom, First Turkmen satellite (not counting Turkmenistan Memorial Capsule).",,"GEO, First Turkmen satellite (not counting Turkmenistan Memorial Capsule).","Communications, First Turkmen satellite (not counting Turkmenistan Memorial Capsule).",0,1
2015.0,4.0,1.0,7.0,257,Soyuz-2.1a,"Progress M-27M / 59P, Spacecraft lost communications and attitude control soon after separation failure during launch. International Space Station docking attempt cancelled. Mission declared a total loss.","Roscosmos, Spacecraft lost communications and attitude control soon after separation failure during launch. International Space Station docking attempt cancelled. Mission declared a total loss.",,"LEO (ISS), Spacecraft lost communications and attitude control soon after separation failure during launch. International Space Station docking attempt cancelled. Mission declared a total loss.","ISS resupply, Spacecraft lost communications and attitude control soon after separation failure during launch. International Space Station docking attempt cancelled. Mission declared a total loss.",0,0
2015.0,5.0,5.0,5.0,221,Proton-M / Briz-M,"Mexsat-1, Proton third stage vernier engine failed at T+497 seconds due to turbopump shaft coating degradation causing excess vibration.","SCT, Proton third stage vernier engine failed at T+497 seconds due to turbopump shaft coating degradation causing excess vibration.",,"GEO, Proton third stage vernier engine failed at T+497 seconds due to turbopump shaft coating degradation causing excess vibration.","Communications, Proton third stage vernier engine failed at T+497 seconds due to turbopump shaft coating degradation causing excess vibration.",0,0
2015.0,5.0,2.0,15.0,46,Atlas V 501,"AFSPC-5 (X-37B OTV-4), ULTRASat, ⚀ LightSail 1, ⚀ USS Langley, ⚀ BRICSat-P, ⚀ ParkinsonSat, ⚀ GEARRS-2, ⚀ AeroCube-8A, ⚀ AeroCube-8B, ⚀ OptiCube 1, ⚀ OptiCube 2, ⚀ OptiCube 3, The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.","U.S. Air Force, NASA, The Planetary Society, U.S. Naval Academy, U.S. Naval Academy / George Washington, Taylor, The Aerospace Corporation, CalPoly, The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.",,LEO,"Technology demonstration, CubeSat Deployment, The X-37B spaceplane landed autonomously at Kennedy Space Center's Shuttle Landing Facility after spending a record-breaking 718 days in orbit.",0,1
2015.0,5.0,2.0,21.0,19,Ariane 5 ECA,"DirecTV-15, Sky Mexico 1","DirecTV, SKY Mexico",,GEO,Communications,0,1
2015.0,6.0,4.0,15.0,257,Soyuz-2.1a,Kosmos 2505 (Kobalt-M №10),VKO,,LEO,Reconnaissance,0,1
2015.0,6.0,1.0,1.0,315,Vega,Sentinel-2A,ESA,,LEO (SSO),Earth observation,0,1
2015.0,6.0,1.0,16.0,262,Soyuz-2.1b,Kosmos 2506 (Persona №3),VKO,,LEO (SSO),Reconnaissance,0,1
2015.0,6.0,4.0,6.0,159,Long March 4B,Gaofen 8,CNSA,,LEO (SSO),Earth observation / Reconnaissance,0,1
2015.0,6.0,6.0,14.0,113,Falcon 9 v1.1,"SpaceX CRS-7, ⚀ Flock-1f × 8, Vehicle disintegrated at T+139 seconds after second stage helium tank support strut failure caused helium tank to break through second stage tanks. Attempted to deliver the IDA-1 segment of the NASA Docking System. CubeSats were to be deployed from the International Space Station at a later date. Planned first stage landing test not achieved.","NASA, Planet Labs, Vehicle disintegrated at T+139 seconds after second stage helium tank support strut failure caused helium tank to break through second stage tanks. Attempted to deliver the IDA-1 segment of the NASA Docking System. CubeSats were to be deployed from the International Space Station at a later date. Planned first stage landing test not achieved.",,"LEO (ISS), LEO, Vehicle disintegrated at T+139 seconds after second stage helium tank support strut failure caused helium tank to break through second stage tanks. Attempted to deliver the IDA-1 segment of the NASA Docking System. CubeSats were to be deployed from the International Space Station at a later date. Planned first stage landing test not achieved.","ISS resupply, Earth observation, Vehicle disintegrated at T+139 seconds after second stage helium tank support strut failure caused helium tank to break through second stage tanks. Attempted to deliver the IDA-1 segment of the NASA Docking System. CubeSats were to be deployed from the International Space Station at a later date. Planned first stage landing test not achieved.",0,0
2015.0,7.0,4.0,4.0,270,Soyuz-U,Progress M-28M / 60P,Roscosmos,,LEO (ISS),ISS resupply,0,1
2015.0,7.0,4.0,16.0,191,PSLV-XL,"UK-DMC-3A, UK-DMC-3B, UK-DMC-3C, CBNT-1, ⚀ DeOrbitSail","DMCii, SSTL, Surrey Space Centre",,LEO (SSO),"Earth observation, Technology demonstration",0,1
2015.0,7.0,2.0,15.0,42,Atlas V 401,"USA-262 (GPS IIF-10), Named after Star Antares.","U.S. Air Force, Named after Star Antares.",,"MEO, Named after Star Antares.","Navigation, Named after Star Antares.",0,1
2015.0,7.0,2.0,21.0,19,Ariane 5 ECA,"Star One C4, MSG-4","Star One, EUMETSAT",,GEO,"Communications, Meteorology",0,1
2015.0,7.0,2.0,21.0,265,Soyuz-FG,"Soyuz TMA-17M, Crewed flight with three cosmonauts.","Roscosmos, Crewed flight with three cosmonauts.",,"LEO (ISS), Crewed flight with three cosmonauts.","Expedition 44/45, Crewed flight with three cosmonauts.",1,1
2015.0,7.0,4.0,0.0,97,"Delta IV M+(5,4)",USA-263 (WGS-7),U.S. Air Force,,GEO,Communications,0,1
2015.0,7.0,5.0,12.0,153,Long March 3B/YZ-1,"BeiDou M1-S, BeiDou M2-S",CNSA,,MEO,Navigation,0,1
2015.0,8.0,2.0,11.0,127,H-IIB,"HTV-5, ⚀ AAUSAT5, ⚀ Flock-2b × 14, ⚀ GOMX-3, ⚀ S-CUBE, ⚀ SERPENS, CubeSats to be deployed from the International Space Station at a later date. SERPENS and S-CUBE were deployed on 17 September. AAUSAT5, GOMX-3, and Dove Flocks were deployed on 5–7 October, but two out of the fourteen Dove Flocks failed to be deployed due to a malfunction of the deployer.","JAXA, Aalborg, Planet Labs, GomSpace, Chiba Institute of Technology, University of Brasília / Brazilian Space Agency, CubeSats to be deployed from the International Space Station at a later date. SERPENS and S-CUBE were deployed on 17 September. AAUSAT5, GOMX-3, and Dove Flocks were deployed on 5–7 October, but two out of the fourteen Dove Flocks failed to be deployed due to a malfunction of the deployer.",,"LEO (ISS), LEO, CubeSats to be deployed from the International Space Station at a later date. SERPENS and S-CUBE were deployed on 17 September. AAUSAT5, GOMX-3, and Dove Flocks were deployed on 5–7 October, but two out of the fourteen Dove Flocks failed to be deployed due to a malfunction of the deployer.","ISS resupply, Technology demonstration, Earth observation, Meteor observation, CubeSats to be deployed from the International Space Station at a later date. SERPENS and S-CUBE were deployed on 17 September. AAUSAT5, GOMX-3, and Dove Flocks were deployed on 5–7 October, but two out of the fourteen Dove Flocks failed to be deployed due to a malfunction of the deployer.",0,1
2015.0,8.0,3.0,20.0,19,Ariane 5 ECA,"Eutelsat 8 West B, Intelsat 34","Eutelsat, Intelsat",,GEO,Communications,0,1
2015.0,8.0,3.0,2.0,161,Long March 4C,Yaogan 27,CNSA,,LEO (SSO),Reconnaissance,0,1
2015.0,8.0,3.0,11.0,115,GSLV Mk II,GSAT-6,Indian Armed Forces/ISRO,,GEO,Communications,0,1
2015.0,8.0,4.0,11.0,221,Proton-M / Briz-M,Inmarsat 5-F3,Inmarsat,,GEO,Communications,0,1
