DateTimeYear,Rocket,Payload,Operator,Orbit,Function,Decay,Outcome,FlightNumberInfo,LaunchSite,Success
14 July 06:36:49-2017,Soyuz-2.1a / Fregat-M,Flying Laptop,Institute of Space Systems,Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Partial failure,,,0
14 July 06:36:49-2017,Soyuz-2.1a / Fregat-M,NORSAT-1,Norsk Romsenter,Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Failure[60][66],,,0
14 July 06:36:49-2017,Soyuz-2.1a / Fregat-M,NORSAT-2,TU Berlin,Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],,,0
14 July 06:36:49-2017,Soyuz-2.1a / Fregat-M,TechnoSat,Weathernews,Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],,,0
14 July 06:36:49-2017,Soyuz-2.1a / Fregat-M,WNISAT-1R,Astro Digital,Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],,,0
14 July 06:36:49-2017,Soyuz-2.1a / Fregat-M,⚀ Corvus-BC 1,UTE / YuZGU,Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],,,0
14 July 06:36:49-2017,Soyuz-2.1a / Fregat-M,2 (Lanmapper-BC 1,Planet Labs,Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],,,0
14 July 06:36:49-2017,Soyuz-2.1a / Fregat-M,2),MAI,Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],,,0
14 July 06:36:49-2017,Soyuz-2.1a / Fregat-M,⚀ / Ecuador-UTE-YuZGU,Spire Global,Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],,,0
14 July 06:36:49-2017,Soyuz-2.1a / Fregat-M,⚀ Flock-2k × 48,MPU,Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],,,0
14 July 06:36:49-2017,Soyuz-2.1a / Fregat-M,⚀ Iskra-MAI-85,Roscosmos / Dauria Aerospace,Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],,,0
14 July 06:36:49-2017,Soyuz-2.1a / Fregat-M,⚀ Lemur-2 × 8,Tyvak Nano-Satellite Systems,Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],,,0
14 July 06:36:49-2017,Soyuz-2.1a / Fregat-M,⚀ Mayak,Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],,,0
14 July 06:36:49-2017,Soyuz-2.1a / Fregat-M,⚀ MKA-N × 2,Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],,,0
14 July 06:36:49-2017,Soyuz-2.1a / Fregat-M,⚀ NanoACE,Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],,,0
14 July 06:36:49-2017,Soyuz-2.1a / Fregat-M,Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],Delivery of 73 satellites in three orbital altitudes with a single launch.[59] Some cubesats were deployed into unintended orbit or having communication problem.[60] Mayak fails to deploy solar reflector.[61] Glavcosmos has later confirmed upper stage anomaly during the launch.[62][63],,,0
27 July-2017,Simorgh,"The first orbital attempt for Simorgh.[67] Iranian official sources state that the rocket has reached orbit.[68][69] U.S. Strategic Command confirmed that no satellite deployed from the rocket as the rocket suffered a ""catastrophic failure"" shortly after liftoff.[70][71] The U.S. Air Force's Joint Space Operations Center at Vandenberg Air Force Base reported that it had not detected any satellite released into low-Earth orbit by the Simorgh SLV.[72] Finally",ISA,LEO,"The first orbital attempt for Simorgh.[67] Iranian official sources state that the rocket has reached orbit.[68][69] U.S. Strategic Command confirmed that no satellite deployed from the rocket as the rocket suffered a ""catastrophic failure"" shortly after liftoff.[70][71] The U.S. Air Force's Joint Space Operations Center at Vandenberg Air Force Base reported that it had not detected any satellite released into low-Earth orbit by the Simorgh SLV.[72] Finally",27 July 2017,Launch failure,,,0
27 July-2017,Simorgh,the United States,"The first orbital attempt for Simorgh.[67] Iranian official sources state that the rocket has reached orbit.[68][69] U.S. Strategic Command confirmed that no satellite deployed from the rocket as the rocket suffered a ""catastrophic failure"" shortly after liftoff.[70][71] The U.S. Air Force's Joint Space Operations Center at Vandenberg Air Force Base reported that it had not detected any satellite released into low-Earth orbit by the Simorgh SLV.[72] Finally","The first orbital attempt for Simorgh.[67] Iranian official sources state that the rocket has reached orbit.[68][69] U.S. Strategic Command confirmed that no satellite deployed from the rocket as the rocket suffered a ""catastrophic failure"" shortly after liftoff.[70][71] The U.S. Air Force's Joint Space Operations Center at Vandenberg Air Force Base reported that it had not detected any satellite released into low-Earth orbit by the Simorgh SLV.[72] Finally",the United States,"The first orbital attempt for Simorgh.[67] Iranian official sources state that the rocket has reached orbit.[68][69] U.S. Strategic Command confirmed that no satellite deployed from the rocket as the rocket suffered a ""catastrophic failure"" shortly after liftoff.[70][71] The U.S. Air Force's Joint Space Operations Center at Vandenberg Air Force Base reported that it had not detected any satellite released into low-Earth orbit by the Simorgh SLV.[72] Finally","The first orbital attempt for Simorgh.[67] Iranian official sources state that the rocket has reached orbit.[68][69] U.S. Strategic Command confirmed that no satellite deployed from the rocket as the rocket suffered a ""catastrophic failure"" shortly after liftoff.[70][71] The U.S. Air Force's Joint Space Operations Center at Vandenberg Air Force Base reported that it had not detected any satellite released into low-Earth orbit by the Simorgh SLV.[72] Finally",,,0
27 July-2017,Simorgh,France,the United States,the United States,France,the United States,the United States,,,0
27 July-2017,Simorgh,Germany and Britain have condemned Iran's test of a satellite-launching rocket.[73],France,France,Germany and Britain have condemned Iran's test of a satellite-launching rocket.[73],France,France,,,0
28 July[74] 15:41[75]-2017,Soyuz-FG,Soyuz MS-05 / 51S,Roscosmos,LEO (ISS),Expedition 52/53,14 December 2017 08:48,Successful,,,1
28 July[74] 15:41[75]-2017,Soyuz-FG,Crewed flight with three cosmonauts.,Crewed flight with three cosmonauts.,Crewed flight with three cosmonauts.,Crewed flight with three cosmonauts.,Crewed flight with three cosmonauts.,Crewed flight with three cosmonauts.,,,0
2 August 01:58-2017,Vega,OPTSAT-3000,Italian Defense Ministry,LEO (SSO),IMINT (Reconnaissance),In orbit,Operational,,,1
2 August 01:58-2017,Vega,/ VENμS,ISA / CNES,LEO (SSO),Earth observation,In orbit,Operational,,,1
14 August 16:31-2017,Falcon 9 Block 4,SpaceX CRS-12,NASA,LEO (ISS),ISS logistics,17 September 2017,Successful,First flight,,1
14 August 16:31-2017,Falcon 9 Block 4,⚀ OSIRIS-3U,Penn State,LEO,Space weather,7 March 2019[81],Operational,First flight,,1
14 August 16:31-2017,Falcon 9 Block 4,Kestrel Eye 2M,U.S. Army,"First flight of Falcon 9 ""block 4"" upgrade.[76] Last flight of a newly-built Dragon capsule; further missions will use refurbished spacecraft.[77] Carried cosmic-ray detector ISS-CREAM to be installed on the station",Reconnaissance,28 August 2021[82],Successful[83],First flight,,1
14 August 16:31-2017,Falcon 9 Block 4,⚀ Dellingr/RBLE,GSFC,"and several cubesats to be later deployed from the ISS. Kestrel Eye was deployed into orbit from ISS on 24 October 2017.[78] ASTERIA and Dellingr/RBLE were deployed on 20 November 2017,[79] and OSIRIS-3U was deployed on 21 November 2017.[80]",Technology demonstration / Heliophysics,In orbit,"First flight of Falcon 9 ""block 4"" upgrade.[76] Last flight of a newly-built Dragon capsule; further missions will use refurbished spacecraft.[77] Carried cosmic-ray detector ISS-CREAM to be installed on the station",First flight,,0
14 August 16:31-2017,Falcon 9 Block 4,⚀ ASTERIA,MIT/JPL,"and several cubesats to be later deployed from the ISS. Kestrel Eye was deployed into orbit from ISS on 24 October 2017.[78] ASTERIA and Dellingr/RBLE were deployed on 20 November 2017,[79] and OSIRIS-3U was deployed on 21 November 2017.[80]",Technology demonstration,"First flight of Falcon 9 ""block 4"" upgrade.[76] Last flight of a newly-built Dragon capsule; further missions will use refurbished spacecraft.[77] Carried cosmic-ray detector ISS-CREAM to be installed on the station","and several cubesats to be later deployed from the ISS. Kestrel Eye was deployed into orbit from ISS on 24 October 2017.[78] ASTERIA and Dellingr/RBLE were deployed on 20 November 2017,[79] and OSIRIS-3U was deployed on 21 November 2017.[80]",First flight,,0
14 August 16:31-2017,Falcon 9 Block 4,,"First flight of Falcon 9 ""block 4"" upgrade.[76] Last flight of a newly-built Dragon capsule; further missions will use refurbished spacecraft.[77] Carried cosmic-ray detector ISS-CREAM to be installed on the station","and several cubesats to be later deployed from the ISS. Kestrel Eye was deployed into orbit from ISS on 24 October 2017.[78] ASTERIA and Dellingr/RBLE were deployed on 20 November 2017,[79] and OSIRIS-3U was deployed on 21 November 2017.[80]","First flight of Falcon 9 ""block 4"" upgrade.[76] Last flight of a newly-built Dragon capsule; further missions will use refurbished spacecraft.[77] Carried cosmic-ray detector ISS-CREAM to be installed on the station","and several cubesats to be later deployed from the ISS. Kestrel Eye was deployed into orbit from ISS on 24 October 2017.[78] ASTERIA and Dellingr/RBLE were deployed on 20 November 2017,[79] and OSIRIS-3U was deployed on 21 November 2017.[80]","and several cubesats to be later deployed from the ISS. Kestrel Eye was deployed into orbit from ISS on 24 October 2017.[78] ASTERIA and Dellingr/RBLE were deployed on 20 November 2017,[79] and OSIRIS-3U was deployed on 21 November 2017.[80]",First flight,,0
16 August 22:07-2017,Proton-M / Briz-M,Blagovest-11L[84],VKS,GEO,Communications (military),In orbit,Operational,,,1
18 August 12:29-2017,Atlas V 401,TDRS-M,NASA,GEO,Communications,In orbit,Operational,,,1
19 August 05:29-2017,H-IIA 204,QZS-3,CAO,GEO,Navigation,In orbit,Operational,,,1
24 August 18:50-2017,Falcon 9 Full Thrust,FormoSat-5,NSPO,LEO (SSO),Earth observation,In orbit,Operational,,,1
26 August 06:04-2017,Minotaur IV / Orion 38,ORS-5,ORS,LEO,Space surveillance,In orbit,Operational,,,1
31 August 13:30-2017,PSLV-XL,IRNSS-1H,ISRO,GEO,Navigation,2 March 2019,Launch failure,,,0
31 August 13:30-2017,PSLV-XL,Payload fairing failed to separate,Payload fairing failed to separate,Payload fairing failed to separate,Payload fairing failed to separate,Payload fairing failed to separate,Payload fairing failed to separate,,,0
31 August 13:30-2017,PSLV-XL,leaving the satellite adrift within the fairing after internally separating from the fourth stage of the rocket.[85] The stage,leaving the satellite adrift within the fairing after internally separating from the fourth stage of the rocket.[85] The stage,leaving the satellite adrift within the fairing after internally separating from the fourth stage of the rocket.[85] The stage,leaving the satellite adrift within the fairing after internally separating from the fourth stage of the rocket.[85] The stage,leaving the satellite adrift within the fairing after internally separating from the fourth stage of the rocket.[85] The stage,leaving the satellite adrift within the fairing after internally separating from the fourth stage of the rocket.[85] The stage,,,0
31 August 13:30-2017,PSLV-XL,along with IRNSS-1H,along with IRNSS-1H,along with IRNSS-1H,along with IRNSS-1H,along with IRNSS-1H,along with IRNSS-1H,,,0
31 August 13:30-2017,PSLV-XL,re-entered the atmosphere together on 2 March 2019.[86],re-entered the atmosphere together on 2 March 2019.[86],re-entered the atmosphere together on 2 March 2019.[86],re-entered the atmosphere together on 2 March 2019.[86],re-entered the atmosphere together on 2 March 2019.[86],re-entered the atmosphere together on 2 March 2019.[86],,,0
7 September 14:00-2017,Falcon 9 Block 4,X-37B / OTV-5 / USA-277,U.S. Air Force,LEO,Technology demonstration (classified),27 October 2019 07:51,Successful[87],,,1
11 September 19:23:41-2017,Proton-M / Briz-M,Amazonas 5,Hispasat,GEO,Communications,In orbit,Operational,,,1
12 September 21:17:02-2017,Soyuz-FG,Soyuz MS-06 / 52S,Roscosmos,LEO (ISS),Expedition 53/54,In orbit,Operational,,,1
12 September 21:17:02-2017,Soyuz-FG,Crewed flight with three cosmonauts.[20][88],Crewed flight with three cosmonauts.[20][88],Crewed flight with three cosmonauts.[20][88],Crewed flight with three cosmonauts.[20][88],Crewed flight with three cosmonauts.[20][88],Crewed flight with three cosmonauts.[20][88],,,0
22 September 00:02:32-2017,Soyuz-2.1b / Fregat-M,Kosmos 2522 / GLONASS-M 752,VKS,MEO,Navigation,In orbit,Operational,,,1
24 September 05:49:47-2017,Atlas V 541,NROL-42 / Trumpet / USA-278,NRO,LEO,Reconnaissance,In orbit,Operational,,,1
28 September 18:52:16-2017,Proton-M / Briz-M,AsiaSat 9,AsiaSat,GEO,Communications,In orbit,Operational,,,1
29 September 04:21-2017,Long March 2C,Yaogan-30 A,CAS,LEO,Technology demonstration,In orbit,Operational,,,1
29 September 04:21-2017,Long March 2C,Yaogan-30 B,CAS,LEO,Technology demonstration,In orbit,Operational,,,1
29 September 04:21-2017,Long March 2C,Yaogan-30 C,CAS,LEO,Technology demonstration,In orbit,Operational,,,1
29 September 21:47-2017,Ariane 5 ECA,Intelsat 37e,Intelsat,GEO,Communications,In orbit,Operational,,,1
29 September 21:47-2017,Ariane 5 ECA,BSAT-4a,BSAT,GEO,Communications,In orbit,Operational,,,1
9 October 04:13-2017,Long March 2D,VRSS-2,ABAE / MPPCTII,LEO (SSO),Earth observation,In orbit,Operational,,,1
9 October 12:37-2017,Falcon 9 Block 4,Iridium NEXT 21–30,Iridium,LEO,Communications,In orbit,Operational,,,1
9 October 22:01:37-2017,H-IIA 202,QZS-4,CAO,Tundra,Navigation,In orbit,Operational,,,1
11 October 22:53-2017,Falcon 9 Full Thrust,SES-11 / EchoStar 105,SES S.A. / EchoStar,GEO,Communications,In orbit,Operational,,,1
11 October 22:53-2017,Falcon 9 Full Thrust,Third time a Falcon 9 first stage is re-used.[90],Third time a Falcon 9 first stage is re-used.[90],Third time a Falcon 9 first stage is re-used.[90],Third time a Falcon 9 first stage is re-used.[90],Third time a Falcon 9 first stage is re-used.[90],Third time a Falcon 9 first stage is re-used.[90],,,0
13 October 09:27:44-2017,Rokot / Briz-KM,Sentinel-5 Precursor,ESA,LEO (SSO),Earth observation,In orbit,Operational,,,1
14 October 08:46:53-2017,Soyuz-2.1a,Progress MS-07 / 68P,Roscosmos,LEO (ISS),ISS logistics,26 April 2018,Successful,,,1
14 October 08:46:53-2017,Soyuz-2.1a,/ Iskra 5,Moscow Aviation Institute / Space Kidz India,LEO,Communications,Originally intended to debut a new two-orbit rendezvous profile,Originally intended to debut a new two-orbit rendezvous profile,,,0
14 October 08:46:53-2017,Soyuz-2.1a,Originally intended to debut a new two-orbit rendezvous profile,Originally intended to debut a new two-orbit rendezvous profile,Originally intended to debut a new two-orbit rendezvous profile,Originally intended to debut a new two-orbit rendezvous profile,profile reverted to standard 34-orbit profile after the first launch attempt was scrubbed.[91],profile reverted to standard 34-orbit profile after the first launch attempt was scrubbed.[91],,,0
14 October 08:46:53-2017,Soyuz-2.1a,profile reverted to standard 34-orbit profile after the first launch attempt was scrubbed.[91],profile reverted to standard 34-orbit profile after the first launch attempt was scrubbed.[91],profile reverted to standard 34-orbit profile after the first launch attempt was scrubbed.[91],profile reverted to standard 34-orbit profile after the first launch attempt was scrubbed.[91],profile reverted to standard 34-orbit profile after the first launch attempt was scrubbed.[91],profile reverted to standard 34-orbit profile after the first launch attempt was scrubbed.[91],,,0
